BLGH_05669   dactylis   0
BLGH_05669   dicocci   3
BLGH_05669   hordei   2
BLGH_05669   lolium   1
BLGH_05669   poa   1
BLGH_05669   secalis   1
BLGH_05669   triticale   1
BLGH_05669   tritici   1
BLGH_06207   avenae   0
BLGH_06207   dactylis   3
BLGH_06207   dicocci   3
BLGH_06207   hordei   1
BLGH_06207   lolium   0
BLGH_06207   poa   0
BLGH_06207   secalis   2
BLGH_06207   triticale   3
BLGH_06207   tritici   3
BLGH_06208   avenae   0
BLGH_06208   dactylis   2
BLGH_06208   dicocci   3
BLGH_06208   hordei   1
BLGH_06208   lolium   0
BLGH_06208   poa   0
BLGH_06208   secalis   1
BLGH_06208   triticale   4
BLGH_06208   tritici   4
BLGH_06327   avenae   1
BLGH_06327   dactylis   2
BLGH_06327   dicocci   3
BLGH_06327   hordei   1
BLGH_06327   lolium   1
BLGH_06327   poa   1
BLGH_06327   secalis   2
BLGH_06327   triticale   3
BLGH_06327   tritici   3
BLGH_06437   avenae   0
BLGH_06437   dactylis   1
BLGH_06437   dicocci   1
BLGH_06437   hordei   2
BLGH_06437   lolium   0
BLGH_06437   poa   0
BLGH_06437   secalis   3
BLGH_06437   triticale   1
BLGH_06437   tritici   1
BLGH_06550   avenae   0
BLGH_06550   dactylis   2
BLGH_06550   dicocci   3
BLGH_06550   hordei   1
BLGH_06550   lolium   1
BLGH_06550   poa   0
BLGH_06550   secalis   1
BLGH_06550   triticale   3
BLGH_06550   tritici   3
BLGH_06911   avenae   0
BLGH_06911   dactylis   0
BLGH_06911   dicocci   0
BLGH_06911   hordei   4
BLGH_06911   lolium   0
BLGH_06911   poa   0
BLGH_06911   secalis   0
BLGH_06911   triticale   0
BLGH_06911   tritici   0
BLGH_06998   avenae   0
BLGH_06998   dactylis   2
BLGH_06998   dicocci   1
BLGH_06998   hordei   1
BLGH_06998   lolium   0
BLGH_06998   poa   0
BLGH_06998   secalis   3
BLGH_06998   triticale   1
BLGH_06998   tritici   1
BLGH_07068   avenae   0
BLGH_07068   dactylis   0
BLGH_07068   dicocci   1
BLGH_07068   hordei   1
BLGH_07068   lolium   0
BLGH_07068   poa   0
BLGH_07068   secalis   0
BLGH_07068   triticale   3
BLGH_07068   tritici   1
BLGH_07081   avenae   0
BLGH_07081   dactylis   0
BLGH_07081   dicocci   0
BLGH_07081   hordei   3
BLGH_07081   lolium   0
BLGH_07081   poa   0
BLGH_07081   secalis   0
BLGH_07081   triticale   0
BLGH_07081   tritici   0
BLGH_07084   avenae   0
BLGH_07084   dactylis   0
BLGH_07084   dicocci   0
BLGH_07084   hordei   3
BLGH_07084   lolium   0
BLGH_07084   poa   0
BLGH_07084   secalis   0
BLGH_07084   triticale   0
BLGH_07084   tritici   0
BLGH_07086   avenae   0
BLGH_07086   dactylis   0
BLGH_07086   dicocci   0
BLGH_07086   hordei   3
BLGH_07086   lolium   0
BLGH_07086   poa   0
BLGH_07086   secalis   0
BLGH_07086   triticale   1
BLGH_07086   tritici   0
